%=SNX 2.02 ASU 18:074:83704 ASU 14:213:00000 14:244:00000 P 00437 2            2
*-------------------------------------------------------------------------------
+FILE/REFERENCE
*INFO_TYPE_________ INFO________________________________________________________
 DESCRIPTION        Swarm monthly gravity field
 CONTACT            ales.bezdek@asu.cas.cz
 SOFTWARE           ASU Decorrelated Acceleration Approach (gpest_10)
 INPUT              Swarm kinematic orbits
*Internal info:
* komb_multi_01_SW_2014_0801_NormMtx_nmax020 
* pg: sinex_asu_01c, 15-Mar-2018 23:15:03
-FILE/REFERENCE
*-------------------------------------------------------------------------------
+FILE/COMMENT
 modelname              ASU-Swarm-2014-08-nmax20-orbits-IFG
 earth_gravity_constant 3.986004415e+14
 radius                 6378136.3
 max_degree             20
 norm                   fully_normalized
 tide_system            tide_free
-FILE/COMMENT
*-------------------------------------------------------------------------------
+SOLUTION/STATISTICS
*____STATISTICAL_PARAMETER_____ _______VALUE(S)_______
 NUMBER OF OBSERVATIONS                       23440104
 NUMBER OF UNKNOWNS                                437
 WEIGHTED SQUARE SUM OF O-C           29635203.5899576
-SOLUTION/STATISTICS
*-------------------------------------------------------------------------------
+SOLUTION/ESTIMATE
*INDEX _TYPE_ CODE PT SOLN _REF_EPOCH__ UNIT S ___ESTIMATED_VALUE___ __STD_DEV__
   125   176  1.57955580618183e+20  5.19757830172449e+19  1.64583470766019e+18
   125   179  3.20118593702092e+19 -1.77206106245010e+19  9.76520010056536e+19
   125   182  3.44286879187229e+19 -2.43347206403050e+19 -5.94589098871432e+17
   125   185 -3.15983509265194e+18  1.33562194434708e+19 -7.23786740513810e+18
   125   188 -7.72113342457596e+18  9.42246834177662e+18  7.11829456518041e+18
   125   191  7.33621923793226e+18 -2.63703498514312e+18 -1.24547137207593e+19
   125   194  9.49059235175839e+18  1.73570954306040e+19 -6.26794945519808e+19
   125   197  9.98456976897665e+18  3.57111147276303e+18  1.57252644142424e+19
   125   200 -5.99032525013200e+19  2.01736844573294e+19  1.56808275284496e+20
   125   203  7.82523010529404e+19 -5.36060345618849e+19  8.75396121775291e+19
   125   206 -5.23481608030058e+19  1.86765644774085e+19 -1.38115670583303e+19
   125   209 -8.96971509569427e+17 -1.31524128662607e+19  2.03240021170293e+19
   125   212  9.03609421341552e+18  4.42203347719710e+19  3.92163596687432e+19
   125   215 -1.57013303501770e+19 -1.03274909057573e+19 -1.68273688589964e+19
   125   218  3.33078824538047e+18 -4.14052498368663e+18  2.10119249344579e+19
   125   221  1.10825458401685e+18  6.84762297348693e+19 -1.76313534135248e+19
   125   224 -1.69249698739773e+19  1.15541368541708e+17  5.60930188023260e+18
   125   227 -1.24459896827536e+20 -1.61500846028590e+19  1.11173394040855e+21
   125   230  9.87202140968344e+19  1.18948824214444e+20  1.18120219195178e+20
   125   233  7.43952789237576e+19  2.35021358966287e+19  1.55521848671193e+19
   125   236 -3.24339273630664e+19  2.07569680191581e+20 -2.22137351514048e+20
   125   239 -3.91367413319941e+19 -8.02486346144515e+18  6.41200828491908e+18
   125   242  1.08990358447846e+18 -1.87173363937064e+19 -7.64258172361640e+18
   125   245  7.51990498340599e+19  2.15861326204878e+19  1.13205994735211e+19
   125   248  5.51254450555067e+17 -2.67711129161003e+18  1.35078984502926e+17
   125   251 -9.49050053628666e+18  2.67984164634953e+17 -1.05831304026317e+19
   125   254  9.92516768835553e+18  1.10212466214023e+19  3.59626336154362e+17
   125   257 -1.82043766629758e+19  7.74627242937738e+18  4.36762018831947e+19
   125   260 -1.35474297380888e+20 -6.82941675289909e+18  7.03289341733438e+19
   125   263  3.61162994427544e+19 -2.45802515198144e+19  8.54978457822756e+19
   125   266 -3.69394627451808e+19  1.00536174501629e+18 -4.71647977505617e+19
   125   269 -2.09902211298179e+19 -1.28520766570073e+19 -1.15975121958349e+19
   125   272  3.46514461129883e+19  1.24470280899102e+20 -1.02571135252174e+20
   125   275 -8.63122715106431e+19  1.05241460242756e+19  1.84862801975831e+18
   125   278  1.26937824250630e+19 -1.89422576630244e+19 -2.17046776664273e+19
   125   281 -1.76229799522218e+19 -5.08742688243401e+18  3.55599673582519e+18
   125   284 -2.30197140662430e+18  1.59461353115202e+19 -1.40012671352741e+18
   125   287 -2.74898164770830e+19 -7.78641760134168e+18 -1.65903468947006e+17
   125   290  3.28779027273998e+18 -1.35119848204524e+20 -8.45896596954578e+19
   125   293  5.79189257633690e+20  7.20465444548454e+19  2.06781502184526e+19
   125   296  3.13961491665407e+19  8.92216797853656e+19  2.10302950891196e+18
   125   299  3.23802558795052e+19 -4.19553988424416e+19  1.97901768010424e+20
   125   302 -2.00054863739292e+20 -5.12238754270711e+19 -1.68098791764628e+19
   125   305  6.57577533499766e+18  1.60233573578326e+19 -1.34383839093520e+19
   125   308 -3.56908961235092e+18 -5.30289745727441e+19  5.78692808057168e+18
   125   311  3.92479549090879e+18  6.32887256329340e+18 -1.45108634028130e+17
   125   314 -2.43890694918027e+19 -6.32462679931646e+18  1.26708124542926e+19
   125   317  1.48696347827147e+19  1.78343508152271e+19  7.32436845991044e+18
   125   320 -1.76547747518570e+19 -6.60071349716838e+18  9.35812735157826e+18
   125   323 -7.33118873272744e+18  9.36420647044729e+18 -1.59440858191624e+19
   125   326  3.25805948976526e+19  3.38399954039685e+19 -7.82492987827223e+19
   125   329  9.78045802338204e+17  1.86238358777096e+19 -8.63000849677855e+17
   125   332 -1.38452383724058e+19  2.22053706393113e+19 -2.93687612864092e+19
   125   335  6.19775805157787e+18 -4.24178938544192e+19 -2.40730612605091e+19
   125   338 -6.62923589070512e+18 -9.40909995639024e+18  7.86704906510337e+19
   125   341  1.64897846283566e+20 -4.90838192368100e+19 -8.76487810882270e+19
   125   344  1.34889099617711e+19 -2.35095604980533e+17  8.13346875398052e+18
   125   347 -7.60386635542624e+18 -3.06082556323356e+19  9.62175340106487e+18
   125   350 -6.96713930888414e+18 -8.24107637887529e+18 -5.08952982248086e+18
   125   353  8.19607775043602e+18  1.58168210203934e+18 -2.22001221343222e+18
   125   356  3.19129328186786e+19 -6.44568200597426e+19  2.48147844840247e+19
   125   359 -2.17282019833405e+19 -1.07603128386313e+19  2.46546619088641e+18
   125   362  1.00212487957766e+19 -1.25561750216855e+20 -1.12135878240010e+20
   125   365  4.74403440129530e+20  2.40576262350069e+19 -5.04036560120859e+19
   125   368  8.50951253273058e+18  8.45673901861809e+19 -1.01445290221965e+18
   125   371  1.50348666757652e+19 -4.01271158981709e+19  1.88426162119534e+20
   125   374 -1.88352456753643e+20 -5.41748339012251e+19 -1.00880689036847e+19
   125   377  1.61584150024715e+19  1.96603632985111e+19 -1.82334765562377e+19
   125   380  5.07475654882699e+18  1.31376439658290e+19  6.55780583778616e+19
   125   383  1.66420335972060e+19  7.34956973405893e+18  1.48091954972814e+18
   125   386 -4.53991171062304e+18  2.33479851158218e+18 -8.77289683402636e+17
   125   389 -3.45562486627638e+19 -5.00051188516249e+19 -1.74749917798071e+18
   125   392 -3.86966202589512e+18 -1.45732237762716e+18  2.15038541535604e+17
   125   395 -4.57571519363749e+18 -9.67676251937918e+18  2.28916726407889e+18
   125   398  1.06236723694935e+19  2.12196309788095e+18  5.12181191396086e+18
   125   401  1.81978985824261e+19  2.66451583087192e+19  2.81376376075865e+19
   125   404 -4.20903493146892e+19 -1.41933105453137e+18  7.58489389639394e+18
   125   407 -1.90720292220491e+19 -1.86319064728684e+19 -3.35697612079235e+18
   125   410 -2.67493771435372e+19  1.40966781301681e+19 -2.22215732799471e+19
   125   413 -2.54967442207491e+19  1.13414313468418e+18  1.46804012077496e+18
   125   416  1.60490529690466e+20  1.59131993849128e+20 -3.66079392350202e+19
   125   419 -8.42735741850320e+19 -6.79096420142277e+18 -1.56457888013824e+19
   125   422  2.43609640862133e+18 -1.17696500598087e+19 -3.79845888066241e+19
   125   425  3.32235384207126e+19 -6.57468570076545e+18  1.57340311228718e+19
   125   428 -1.41998646430541e+18  1.30404198338490e+19  1.00767230317074e+19
   125   431 -2.03964573909065e+19  1.84158675439763e+19 -5.80503832881839e+19
   125   434  1.82222561496304e+19  6.08555344219226e+18  1.38057142992839e+19
   125   437  1.51659926936986e+19
   126   126  8.82612066537338e+21 -1.16298595317114e+20  9.20979764812415e+19
   126   129  3.05531057805952e+19  4.34268681472338e+19 -2.73096775436696e+19
   126   132  4.67700959100408e+19  2.69725647145276e+19  1.84682187747566e+20
   126   135  4.28012453843459e+18 -2.32998324194795e+19 -1.41996426472399e+18
   126   138  3.39420409652460e+18 -1.19283742275118e+18  6.90392787559450e+17
   126   141 -1.03985444392640e+19  2.04706515796936e+19 -3.75224426635070e+18
   126   144  1.50934153048766e+19  2.03420422783834e+20  1.34407694204678e+19
   126   147  3.67148498264410e+19  3.72677974932303e+19 -8.25140414644095e+19
   126   150  1.91042732367703e+19  1.79768340785210e+20  2.40043858044669e+20
   126   153 -1.11069589530041e+20 -2.05990954718067e+19 -2.88954245351585e+18
   126   156 -3.05295319209654e+18  5.54028492086730e+17  7.21995806860400e+18
   126   159 -2.65059354822452e+19  5.01547943469910e+18 -8.90936238253161e+18
   126   162 -2.03976662763602e+19  1.79515305562603e+19 -1.51678173849459e+19
   126   165  1.14562806942044e+18  4.76230256282116e+18 -1.40657295133086e+19
   126   168 -4.29864817182135e+19 -1.00446672704125e+19  6.38006275703995e+19
   126   171  6.13126639451066e+19 -4.78162237354594e+19 -1.71094319311293e+19
   126   174  2.22177824510755e+21 -1.16906362003709e+20  1.10748383119751e+20
   126   177  1.82973309570011e+19  8.10608778689518e+19 -1.09895505942220e+19
   126   180  6.63177248834864e+19  1.54915019768363e+20  4.33515578462155e+19
   126   183 -4.07836242719174e+19 -4.42043040410753e+19  1.96366878242741e+18
   126   186 -7.31589850826070e+18 -4.45474197641916e+18 -3.55695555086385e+18
   126   189 -2.30952127670300e+19  3.99086090899664e+18  2.91102859621037e+19
   126   192 -4.98576756588581e+18  1.14297819288721e+19  4.26242156945006e+18
   126   195  7.93466449122991e+18 -2.89995290481499e+19  8.99165901786653e+19
   126   198 -3.07316741383592e+19 -1.14447764374589e+19  3.54807428748857e+19
   126   201 -8.53718977362095e+19 -3.73095071176519e+19  1.09045092731734e+20
   126   204  2.14339459072766e+20 -1.49080822504945e+20 -3.70529963707557e+19
   126   207 -4.25587702750522e+19 -1.90729911836906e+19  9.76436531068101e+17
   126   210  2.59027037341417e+19 -1.68963196267028e+19  4.06155188563841e+19
   126   213  6.61485716670556e+18 -1.03118130929343e+19 -3.06147183460281e+19
   126   216 -2.47008944727767e+18  4.35678687598184e+18 -1.29536850521497e+19
   126   219  2.09546380113364e+19  2.28967690275651e+18 -3.39422057898345e+18
   126   222 -6.96405788634709e+19 -1.91227155194386e+19 -2.45591065158913e+17
   126   225  4.03739189882134e+18  2.64514353326546e+19  2.96755002587296e+19
   126   228 -1.28794205983108e+20 -1.27072709657782e+20  1.05716120172843e+21
   126   231 -9.72501145657653e+19  7.81653639650046e+19  2.29185904209340e+18
   126   234  9.96756963681844e+19  6.83644418471187e+18  7.78600446749522e+19
   126   237  5.44814771290316e+19  1.99430006322106e+20 -1.39873969612669e+19
   126   240 -3.72117595243835e+19 -1.59827345297001e+19  2.11984452911665e+19
   126   243  6.12988557558234e+18  9.70655812625641e+18  1.77448470976046e+19
   126   246  2.28882192233384e+19  5.56666330162509e+18  7.76282575103100e+18
   126   249  1.09342080934950e+18  3.51789704675712e+18 -3.83595491804118e+18
   126   252  4.02391269361683e+18  2.09525864214939e+17  3.59373016530385e+18
   126   255  1.05836047020715e+19 -5.32222299870093e+19 -3.83220840502161e+19
   126   258 -3.57163548108175e+19  1.21045915269690e+19  7.96394438296622e+18
   126   261 -1.48392172828142e+20 -2.46696912370961e+19  2.09798969616918e+19
   126   264  2.08074568302813e+20 -4.96796825022281e+19 -7.90098370433899e+18
   126   267 -2.05380036388189e+19 -1.97589444115269e+19  1.27500243939359e+18
   126   270  4.30293835855447e+17 -9.34126865290930e+18  5.36752009716814e+19
   126   273  7.68790735818665e+19 -4.85831585863168e+19  1.08964393394755e+20
   126   276  4.23270725559763e+18  6.88452287352992e+18 -4.05882198060075e+18
   126   279  3.99484038718523e+19  1.95769847860050e+19  1.80039201648360e+19
   126   282 -7.95067679405705e+16  9.74410198049254e+18 -1.35611859539313e+19
   126   285 -8.33271792765293e+17 -5.33479578184847e+18 -1.31870048730500e+19
   126   288 -3.32827278071649e+18  1.12395089332163e+18  1.27622421249454e+19
   126   291  9.35462762857735e+19 -1.48027063221271e+20 -1.11718210924747e+20
   126   294  5.70496886288181e+20 -1.72865117793691e+19  3.41639649495921e+16
   126   297  1.03814504323690e+19  1.12194344571974e+20  1.93607131290077e+19
   126   300  8.40108404680613e+19  5.52721159910513e+19  1.73289642458553e+20
   126   303 -1.07727181277038e+19 -2.63773439406895e+19 -3.14113466886210e+18
   126   306  9.46916169507379e+16  3.25125994523434e+18 -2.29320216686876e+16
   126   309 -3.60323383597433e+19  4.36276184179211e+18  1.48872415518010e+19
   126   312 -1.48676146892861e+18  1.11254995412686e+19  1.38954169361229e+19
   126   315  7.53754678957487e+17 -4.62466651659771e+18 -3.10434727542991e+18
   126   318  1.38135599712417e+19  1.93203330037243e+19  1.59116086273408e+19
   126   321  8.37964114071046e+18  5.27017667731799e+18  6.05807084457680e+18
   126   324 -3.23476318856685e+19 -1.83856158112804e+19 -3.63855382483295e+19
   126   327  3.16830904266891e+19  1.65858725103550e+19 -7.38474452717824e+19
   126   330  1.94671221979804e+18 -1.69712939868308e+19  1.10200618290320e+20
   126   333  3.96969127953051e+19  4.80833997445790e+18 -1.39479114751463e+19
   126   336 -3.96744363413214e+19  9.15233229902445e+18 -2.05310767497232e+19
   126   339  3.22619238708514e+18  2.76117961177351e+19  1.33741650110504e+20
   126   342 -5.03366537917704e+19  6.93567701177928e+19 -1.83039612878213e+19
   126   345  1.03876294042092e+19  6.84068598029683e+18  1.40938943480340e+19
   126   348  2.34078951745976e+19 -4.14529485493412e+19 -5.14652651510815e+18
   126   351 -1.35855803174709e+18 -1.55578933273756e+19  7.80515834296697e+17
   126   354  4.85714523064627e+18  1.14028087487387e+18  5.97189081316217e+19
   126   357  2.99243506776957e+19  9.92438166241865e+18 -8.76602392324167e+18
   126   360 -4.88077171012310e+18  4.74791133980844e+18  5.58354296077182e+18
   126   363  1.15946534949376e+20 -1.35396448573957e+20 -2.66348854275298e+19
   126   366  4.86602235118160e+20 -3.44935972774546e+18 -5.77439120777489e+19
   126   369  1.05064989290012e+19  9.61041067894918e+19  1.79147434066697e+19
   126   372  5.84226151819308e+19  8.52118257554108e+19  1.20630296286691e+20
   126   375 -1.53120235979305e+19 -2.54577648483816e+19  3.62346308560114e+18
   126   378  6.66251355160153e+18  5.56471987819162e+18 -9.72428105499150e+18
   126   381 -1.45659473126180e+19  3.18508233784325e+19  1.22866580616422e+19
   126   384 -1.56299974499574e+18  1.65265291752306e+19  2.50834649251832e+18
   126   387 -4.99004587658079e+18  7.11488804219584e+18  5.95456917123723e+19
   126   390  9.24271645762480e+18  6.54768951662946e+18  3.45457208154102e+18
   126   393  4.77015927232559e+18 -3.19440162616995e+18  8.16746554929590e+18
   126   396 -6.84085699544819e+18  2.72301359189758e+18  3.25643462946225e+18
   126   399  1.17031464396910e+18 -7.29134011926536e+18 -2.90993918753501e+18
   126   402 -3.15448046830446e+19  2.83552038672255e+19  8.41388044668826e+18
   126   405 -3.30593094388949e+19  1.87234459937597e+19  2.02460191448506e+18
   126   408  7.02202877382445e+19  3.85458470426441e+19 -2.63175682973435e+18
   126   411 -1.38277314971687e+19 -3.09883147827735e+19  1.17819470784709e+19
   126   414 -3.33207617016597e+19 -3.13574196042299e+18 -1.73771465299029e+19
   126   417  1.71279364394804e+20 -4.39963243218394e+19  6.37808244551206e+19
   126   420 -1.98740164575183e+19  6.06406524870583e+18  6.85815439538703e+18
   126   423  2.16203801493392e+19  2.14988371710877e+19 -5.84604814472493e+19
   126   426 -4.13021353634115e+18  6.75448843964457e+18 -1.81058278506110e+19
   126   429  9.60389778691463e+17  9.23392933806995e+18  5.26224490483032e+18
   126   432  6.17511210719094e+19  2.48353499393192e+19 -2.85977468086424e+18
   126   435  2.40361533925519e+19 -2.02604795401314e+19  1.53468931339352e+19
   127   127  1.05359130331398e+22  1.41861698794324e+19  4.33272311642575e+19
   127   130  2.28320476515737e+20 -1.33413046518864e+19  8.00831384371297e+18
   127   133  1.26849707039640e+19 -3.75848752366812e+18  1.39198245894083e+20
   127   136 -9.31185697343271e+19 -2.02150202692642e+18 -2.75275373028339e+19
   127   139  4.22563679711344e+18 -1.36592600329673e+17 -7.98827003648397e+18
   127   142 -1.34754387513421e+18 -1.75318629243224e+19 -3.20330919331918e+18
   127   145  7.66293863562951e+18  9.22224172904820e+19  5.56825720082651e+19
   127   148  1.27332209567361e+20 -5.76321459819802e+19  1.04505536899827e+20
   127   151  1.75359230269425e+20  2.63641899749896e+20 -8.73892317001282e+19
   127   154 -1.11663351854998e+20 -1.09143487363068e+20 -9.98123982862773e+18
   127   157  3.18299435445129e+19  1.95700129241650e+19  7.25044407123020e+19
   127   160 -5.60360150017936e+19 -8.62973996515265e+19 -3.34252571533174e+19
   127   163  5.49425100708463e+19 -5.21922714080242e+18 -1.53988684710530e+19
   127   166 -1.02098884900246e+19 -1.08311329162154e+19 -2.03634236754913e+19
   127   169 -2.83697109002845e+19  7.08001677474774e+18  8.03827685282374e+19
   127   172 -5.97344344711054e+19  2.04131156261602e+20  3.05313237033907e+19
   127   175  3.57585877268072e+21  7.65643071920461e+19  5.59998760251332e+19
   127   178  2.27852786004031e+20 -8.78181682168937e+18 -1.98889990759628e+20
   127   181  2.94402998895908e+19 -3.20034037333301e+19  1.55571228263379e+20
   127   184 -7.70237978766435e+19 -1.97693767888538e+19 -9.30235013945610e+18
   127   187  1.06697646110224e+19  3.54040444390745e+19 -2.40638769606336e+18
   127   190  1.84983462657924e+18 -7.14453564130932e+18  1.16791509013972e+19
   127   193 -6.92575284854862e+18  4.90980026651667e+19 -4.52650834748204e+19
   127   196 -6.73814031416950e+18  1.61158082839842e+19  1.37166494905393e+19
   127   199  1.89725791650516e+19  1.99211862336372e+19 -2.87713419852224e+19
   127   202 -2.05104652326813e+19  1.29672342752092e+20  2.05186396533390e+20
   127   205  3.03183312344975e+19 -1.45471521773561e+20 -1.38583223083905e+20
   127   208 -6.21265205971475e+19  4.24884597140751e+19  3.64039133741244e+19
   127   211  4.32628049043402e+19 -1.61312367785122e+20 -6.92392914956411e+19
   127   214 -2.23880501820294e+19  4.63657572069342e+19 -1.17664125067788e+19
   127   217 -2.57271324212459e+19 -2.23716642023717e+18 -3.86445618473871e+19
   127   220  2.48137210875462e+19 -1.67712769884906e+18 -1.92388081795707e+19
   127   223  5.13332508170063e+19  2.34723594494535e+19 -2.65763925754035e+18
   127   226  1.35127545031517e+18  2.16930893721114e+19 -2.22138138095383e+19
   127   229  5.41051347956784e+19  8.70219075939073e+19  1.59874863865437e+21
   127   232  1.27643820918163e+20  2.16632113000450e+20  1.08624298253833e+20
   127   235  7.41995025858313e+19 -8.90305712944783e+19  2.05595722853551e+19
   127   238 -3.24601730014270e+19  3.25149977015249e+20 -1.50978128507000e+20
   127   241 -5.52445109460132e+19 -6.24896106311551e+18  1.48217955438115e+19
   127   244  6.97847395635384e+18  7.69310243490856e+18  8.07129913770938e+18
   127   247  1.41697978034800e+19 -1.49119949315336e+19  8.61784951871002e+18
   127   250  7.46443467287913e+18  9.48605922106631e+18  7.84898808122544e+18
   127   253  6.90860053479184e+18 -2.32595023165286e+18 -5.70079179040116e+18
   127   256 -9.80685212126934e+18  3.74000884324247e+17 -1.64293260159032e+19
   127   259  2.49151138424794e+19 -3.04364977293450e+18 -1.20822875739894e+19
   127   262 -1.20141176226683e+20  2.10317577678708e+19  7.98534203548983e+19
   127   265  4.12984078293032e+19 -4.91012581647386e+19 -1.29617267407823e+20
   127   268 -4.50743190413714e+19  1.40854121811861e+19  3.66700083584732e+18
   127   271  9.02858935734609e+19 -1.27510463948799e+20 -1.57037182386606e+20
   127   274 -2.06821552751575e+19  6.53224434375993e+19 -3.46495184923831e+19
   127   277 -2.63446411694259e+19  9.07262637590387e+18  1.26409442458215e+19
   127   280  9.35761279655899e+18 -1.08365510453236e+19  1.36064919465376e+19
   127   283 -1.70820469356831e+19 -4.53258428329920e+18 -6.98033850980613e+18
   127   286 -2.40290699736639e+18 -6.31557076499731e+18  1.37317656779280e+19
   127   289 -1.23111242639747e+19  1.19502828824326e+16 -5.78606561205590e+18
   127   292  1.05322381884668e+19 -3.64701309444648e+19  1.95249670753468e+18
   127   295  4.62822024357817e+20  1.53225428679781e+20  1.72345328392530e+20
   127   298 -7.52576345796034e+18  8.77043390615445e+19 -5.88585985692586e+19
   127   301  5.51123882551050e+19 -3.82275689869414e+19  3.22819960346065e+20
   127   304 -1.54658167504586e+20 -5.23279224000000e+19 -2.05861137656163e+19
   127   307  1.61215979753750e+19  6.62578677159590e+19 -6.82287685526256e+18
   127   310  2.11475370183523e+19 -5.82792173392345e+19  3.86008371979041e+19
   127   313  4.27742954982534e+18  6.04073918301003e+18 -2.73334233808234e+19
   127   316  1.80031192990955e+18  1.36786515559459e+18 -2.94211815791723e+17
   127   319  8.52935611897695e+18 -9.25395681878454e+18  6.27065905718449e+18
   127   322 -1.30905223459539e+19  1.62360314332124e+19  5.85199968932950e+18
   127   325 -9.63735229961433e+18 -1.51355916593037e+19  9.65368357309966e+18
   127   328  5.93937396541277e+18  4.70580768916494e+18 -7.72355485883565e+19
   127   331 -1.19969438166866e+16  3.50566659569346e+18  3.89956133166523e+19
   127   334  1.42873193665333e+19 -9.60739317830523e+19 -3.05152139900362e+19
   127   337  6.70580346939459e+18 -2.01051655332653e+19  1.18178646532169e+20
   127   340 -1.32372019554818e+20 -1.40756814022104e+20  6.81649061366063e+18
   127   343  1.07178051104463e+20 -3.07616531831892e+19 -2.89723344981132e+19
   127   346  1.10032696702199e+19  3.68715256101548e+19 -2.63431304707481e+18
   127   349  1.04853107387613e+18 -2.12397241640114e+19  2.25330761313163e+18
   127   352  3.11929091185132e+18  4.15463524959111e+18 -1.27271306573836e+19
   127   355  6.05372969213518e+18  6.76393660476593e+18  1.12753292553129e+19
   127   358  5.19717527949581e+18 -1.53732411898025e+19 -5.39723203033914e+18
   127   361 -3.00193529768747e+17 -4.42231253764972e+18 -1.22787384236174e+19
   127   364  6.10778371528404e+18 -8.53728421594375e+19 -4.21920164651287e+19
   127   367  1.60368241302502e+20  1.06352104132550e+20  9.10131719577317e+19
   127   370 -3.93752506321067e+19  6.54637619129986e+19 -1.88774442068814e+19
   127   373  3.43691985792466e+19 -2.86403180261013e+19  2.90324961129793e+20
   127   376 -1.55148839914041e+20 -5.45462495351585e+19 -3.07698138370305e+18
   127   379  1.76523648324785e+19  7.02296406895960e+19 -1.49091411107866e+19
   127   382  2.27241006936649e+19  9.48450087752905e+18  5.22983574392126e+19
   127   385  1.43856716327006e+18 -3.41142487277893e+18 -2.50411882650234e+18
   127   388  1.69204181201041e+19  1.98689390711236e+18  6.98436330765402e+17
   127   391  3.11500832527730e+19 -4.47935956784961e+19  1.05611637140491e+18
   127   394 -7.00246220637015e+18 -7.33322768558445e+18 -1.21667624496887e+19
   127   397 -3.37801917440449e+18 -5.24832653139407e+18 -8.06713999465976e+18
   127   400  8.05436229423452e+18  8.05169641042554e+17 -1.60297226123587e+19
   127   403  3.80045387858460e+18  2.32356849767751e+19  9.14357449302343e+18
   127   406 -2.23285264094864e+19 -1.04193288863028e+19 -8.78299270029169e+18
   127   409  2.10471348024773e+19  2.51949360003335e+19 -6.33464219449481e+19
   127   412 -1.75315513739846e+19  1.07118273594114e+19 -2.53737350752898e+19
   127   415  9.95242389679507e+19 -1.07143003435045e+20 -1.04899121301711e+20
   127   418  9.74689853444196e+19  1.13049025843899e+20 -2.61522952732582e+19
   127   421 -2.14082951826235e+19 -2.77696528336640e+19  2.47752531335900e+19
   127   424 -1.50477969633866e+18 -1.41145396262475e+19 -5.58520683205281e+19
   127   427  2.00279844834510e+19  9.05934430723690e+18  1.59756146586700e+19
   127   430  4.85129289982531e+18 -1.15039021588507e+19  1.29892506223201e+19
   127   433  2.44924765379681e+18 -1.61650130433123e+19 -6.33497419562083e+18
   127   436  1.21009736386228e+20  5.68487469452710e+19
   128   128  1.05875538240373e+22 -2.40462117828831e+20  1.07145369108437e+20
   128   131  3.83536572729468e+19 -7.49792178831819e+19  1.76413265831115e+18
   128   134 -2.28237623714664e+19  7.64226348618372e+19  1.40726730124604e+20
   128   137  6.82288982427079e+18 -4.41887167624730e+18 -1.48792575248869e+19
   128   140  7.59171504882127e+18  8.59641643988067e+18 -2.30648869158695e+19
   128   143  8.14176393971773e+18  1.71277132208063e+19 -1.50671564421948e+19
   128   146 -3.88894766610156e+19  5.84273538312135e+19  1.04445801236368e+20
   128   149  9.93517133165070e+19  1.68313049345391e+20 -8.68736963222717e+19
   128   152  3.25643455125699e+19  2.72031474721377e+20  9.33803956961460e+19
   128   155 -6.87342971976404e+19 -5.50826742664400e+19  3.55168662601607e+19
   128   158  2.86842206167983e+19 -5.22371990848396e+18 -7.67917099315114e+19
   128   161  5.17862221307419e+19 -5.74508944580769e+19 -2.08875239742258e+19
   128   164  2.12277908050423e+19  8.31308719251267e+18 -2.23613915234167e+17
   128   167  2.27796217422514e+19 -3.90429147610602e+18  4.40098617027245e+18
   128   170 -3.36214992153222e+19 -7.68254594516839e+19  3.29822986391924e+19
   128   173 -1.90138697581885e+19  1.96794501897795e+20 -3.99423514812919e+19
   128   176  3.60392068877100e+21 -2.55156379655060e+20  1.35669410980109e+20
   128   179 -1.53680501880920e+20  5.21060447580274e+19 -1.47425730757088e+19
   128   182 -4.37497189253302e+18  6.61250669925014e+19  1.75881039448653e+20
   128   185  1.47822217132012e+18  1.59274390225266e+18  1.70345507303614e+19
   128   188 -1.01109039036229e+19  3.00026122966829e+18  1.63264415409805e+19
   128   191 -1.95631260384905e+19 -7.66714846409750e+18 -1.58925859686907e+19
   128   194 -3.73943090220038e+19 -5.78341423624300e+19 -1.84355483249244e+18
   128   197  2.13586200902125e+18 -2.78754793725047e+19  9.44602712267110e+18
   128   200  3.61576806048816e+19 -2.75488177828183e+19  1.40253984362643e+20
   128   203 -5.55141921125452e+19 -3.95957996759658e+19  2.11168359937960e+20
   128   206  9.37087886361492e+19 -9.10563444268815e+19 -6.70515390079878e+19
   128   209 -4.06672556092821e+19  3.95646138699704e+19 -6.46944053395964e+19
   128   212 -7.54590995399905e+19  1.78324056934860e+20 -4.88957425875263e+19
   128   215 -2.52080341372130e+19  4.22259833154090e+18  3.57036420671527e+19
   128   218 -2.28545978294501e+19  2.48754748798279e+18  1.45972457032080e+19
   128   221  2.91558461022308e+19  9.92441202926177e+18 -2.75066867234495e+19
   128   224  4.46655738819310e+19  1.00879276090327e+18 -1.80199120051681e+19
   128   227 -2.21794704173298e+19  3.63278930281026e+19 -7.09397858523728e+19
   128   230  5.12217303576558e+19 -1.20963151320619e+20  1.62121369048797e+21
   128   233 -1.38767150494076e+20  2.58951757665269e+20 -8.25135249547134e+19
   128   236 -3.32198421305233e+18  5.05979851396474e+18  3.04135260484606e+19
   128   239  1.57263087339421e+20  3.24772078059590e+20  1.99015124570983e+18
   128   242 -1.10230424116733e+19 -2.96043219385361e+19  2.49484011284268e+19
   128   245  3.27970519747217e+17  5.49887542715096e+18  1.07687962402392e+19
   128   248  2.19456088363421e+19 -3.52003035426260e+18  1.68991306473709e+18
   128   251  1.49808636380639e+19  3.87528892308505e+18 -1.04856298925971e+19
   128   254 -1.93837001905197e+19  1.90323193368194e+18 -8.85247680062587e+18
